Option,in:Afstand van Straat,in:Inkeping Hoek,in:Overspanning Vloer,in:Bouwsysteem,in:Vleugel Woningdiepte,in:Belemmeringshoek Zuid,in:Belemmeringshoek Noord,out:MPG [€/m2 per jaar],out:Gewicht [t],out:BVO Wonen Blok O[m2],out:Overspanning [m],out:Vormfactor [GBO/BVO],out:Terrassen [m2],out:% >2 Zonuren Terrassen,out:% >2 Zonuren Straat O,out:% >2 Zonuren Gevels,out:% >2 Zonuren Gevels Buren,out:% >2 Zonuren Binnentuin,out:% >15% Gevel Daglicht,out:% >30% Gevel Daglicht,img
855,0,1.5 Grid,1,Beton Kanaalplaat/Wanden,9.9,30,45,0.264,10516,10621,8.1,0.45,1295,73,53,73,87,100,100,82,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte9.9_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
856,3.6,1.5 Grid,1,Beton Kanaalplaat/Wanden,9.9,30,45,0.269,10266,10270,8.1,0.46,1176,82,73,73,87,100,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte9.9_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
857,0,0 Grid,2,Beton Kanaalplaat/Wanden,9.9,30,45,0.238,10877,11614,10.8,0.45,1378,75,53,72,86,85,100,74,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte9.9_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
858,3.6,0 Grid,2,Beton Kanaalplaat/Wanden,9.9,30,45,0.241,10629,11266,10.8,0.45,1255,84,73,71,87,83,100,75,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte9.9_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
859,0,0.5 Grid,2,Beton Kanaalplaat/Wanden,9.9,30,45,0.242,10551,11156,10.8,0.45,1343,74,53,73,87,93,100,82,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte9.9_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
860,3.6,0.5 Grid,2,Beton Kanaalplaat/Wanden,9.9,30,45,0.247,10304,10808,10.8,0.45,1220,83,73,71,87,92,100,84,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte9.9_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
861,0,1 Grid,2,Beton Kanaalplaat/Wanden,9.9,30,45,0.232,9778,10723,10.8,0.45,1307,72,53,73,87,100,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte9.9_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
862,3.6,1 Grid,2,Beton Kanaalplaat/Wanden,9.9,30,45,0.235,9530,10375,10.8,0.45,1184,82,73,72,87,100,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte9.9_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
863,0,1.5 Grid,2,Beton Kanaalplaat/Wanden,9.9,30,45,0.236,9502,10335,10.8,0.46,1255,74,53,74,87,100,100,81,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte9.9_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
864,3.6,1.5 Grid,2,Beton Kanaalplaat/Wanden,9.9,30,45,0.239,9242,9970,10.8,0.46,1146,82,73,73,87,100,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte9.9_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
865,0,0 Grid,0,CLT Vloer/Wanden,6.3,45,45,0.2,5298,12092,3.6,0.46,894,54,53,72,86,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
866,3.6,0 Grid,0,CLT Vloer/Wanden,6.3,45,45,0.2,5139,11744,3.6,0.46,771,68,73,71,87,86,100,77,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
867,0,0.5 Grid,0,CLT Vloer/Wanden,6.3,45,45,0.201,5248,11927,3.6,0.46,894,54,53,71,86,89,100,79,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
868,3.6,0.5 Grid,0,CLT Vloer/Wanden,6.3,45,45,0.202,5089,11579,3.6,0.46,771,68,73,71,87,88,100,81,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
869,0,1 Grid,0,CLT Vloer/Wanden,6.3,45,45,0.201,5156,11762,3.6,0.46,894,54,53,72,86,92,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
870,3.6,1 Grid,0,CLT Vloer/Wanden,6.3,45,45,0.201,4997,11414,3.6,0.46,771,68,73,71,87,91,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
871,0,1.5 Grid,0,CLT Vloer/Wanden,6.3,45,45,0.199,5041,11597,3.6,0.46,894,54,53,72,86,94,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
872,3.6,1.5 Grid,0,CLT Vloer/Wanden,6.3,45,45,0.199,4882,11249,3.6,0.46,771,68,73,71,87,94,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
873,0,0 Grid,1,CLT Vloer/Wanden,6.3,45,45,0.189,5095,12092,4.5,0.46,894,54,53,72,86,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
874,3.6,0 Grid,1,CLT Vloer/Wanden,6.3,45,45,0.193,5001,11744,4.5,0.46,771,68,73,71,87,86,100,77,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
875,0,0.5 Grid,1,CLT Vloer/Wanden,6.3,45,45,0.184,4923,11885,4.5,0.46,894,54,53,72,86,90,100,81,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
876,3.6,0.5 Grid,1,CLT Vloer/Wanden,6.3,45,45,0.188,4830,11537,4.5,0.46,771,68,73,71,87,89,100,82,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
877,0,1 Grid,1,CLT Vloer/Wanden,6.3,45,45,0.186,4859,11679,4.5,0.46,894,54,53,72,86,94,100,84,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
878,3.6,1 Grid,1,CLT Vloer/Wanden,6.3,45,45,0.19,4765,11331,4.5,0.46,771,68,73,71,87,93,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
879,0,1.5 Grid,1,CLT Vloer/Wanden,6.3,45,45,0.185,4752,11473,4.5,0.46,893,53,53,72,86,96,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
880,3.6,1.5 Grid,1,CLT Vloer/Wanden,6.3,45,45,0.189,4658,11125,4.5,0.46,771,68,73,71,87,94,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
881,0,0 Grid,2,CLT Vloer/Wanden,6.3,45,45,0.179,4921,12092,5.4,0.46,894,54,53,72,86,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
882,3.6,0 Grid,2,CLT Vloer/Wanden,6.3,45,45,0.182,4824,11744,5.4,0.46,771,68,73,71,87,86,100,77,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
883,0,0.5 Grid,2,CLT Vloer/Wanden,6.3,45,45,0.18,4841,11844,5.4,0.46,894,54,53,72,86,90,100,81,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
884,3.6,0.5 Grid,2,CLT Vloer/Wanden,6.3,45,45,0.184,4744,11496,5.4,0.46,771,68,73,71,87,89,100,82,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
885,0,1 Grid,2,CLT Vloer/Wanden,6.3,45,45,0.176,4654,11597,5.4,0.46,894,54,53,72,86,94,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
886,3.6,1 Grid,2,CLT Vloer/Wanden,6.3,45,45,0.179,4557,11249,5.4,0.46,771,68,73,71,87,94,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
887,0,1.5 Grid,2,CLT Vloer/Wanden,6.3,45,45,0.177,4576,11352,5.4,0.46,891,55,53,73,86,97,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
888,3.6,1.5 Grid,2,CLT Vloer/Wanden,6.3,45,45,0.181,4478,11001,5.4,0.47,771,68,73,72,87,97,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
889,0,0 Grid,0,CLT Vloer/Kolom-Ligger,6.3,45,45,0.27,4020,12092,3.6,0.46,894,54,53,72,86,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
890,3.6,0 Grid,0,CLT Vloer/Kolom-Ligger,6.3,45,45,0.271,3895,11744,3.6,0.46,771,68,73,71,87,86,100,77,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
891,0,0.5 Grid,0,CLT Vloer/Kolom-Ligger,6.3,45,45,0.274,3967,11927,3.6,0.46,894,54,53,71,86,89,100,79,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
892,3.6,0.5 Grid,0,CLT Vloer/Kolom-Ligger,6.3,45,45,0.274,3842,11579,3.6,0.46,771,68,73,71,87,88,100,81,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
893,0,1 Grid,0,CLT Vloer/Kolom-Ligger,6.3,45,45,0.272,3904,11762,3.6,0.46,894,54,53,72,86,92,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
894,3.6,1 Grid,0,CLT Vloer/Kolom-Ligger,6.3,45,45,0.273,3780,11414,3.6,0.46,771,68,73,71,87,91,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
895,0,1.5 Grid,0,CLT Vloer/Kolom-Ligger,6.3,45,45,0.269,3839,11597,3.6,0.46,894,54,53,72,86,94,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
896,3.6,1.5 Grid,0,CLT Vloer/Kolom-Ligger,6.3,45,45,0.27,3714,11249,3.6,0.46,771,68,73,71,87,94,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
897,0,0 Grid,1,CLT Vloer/Kolom-Ligger,6.3,45,45,0.252,4152,12092,4.5,0.46,894,54,53,72,86,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
898,3.6,0 Grid,1,CLT Vloer/Kolom-Ligger,6.3,45,45,0.257,4037,11744,4.5,0.46,771,68,73,71,87,86,100,77,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
899,0,0.5 Grid,1,CLT Vloer/Kolom-Ligger,6.3,45,45,0.244,4061,11885,4.5,0.46,894,54,53,72,86,90,100,81,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
900,3.6,0.5 Grid,1,CLT Vloer/Kolom-Ligger,6.3,45,45,0.25,3946,11537,4.5,0.46,771,68,73,71,87,89,100,82,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
901,0,1 Grid,1,CLT Vloer/Kolom-Ligger,6.3,45,45,0.247,3991,11679,4.5,0.46,894,54,53,72,86,94,100,84,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
902,3.6,1 Grid,1,CLT Vloer/Kolom-Ligger,6.3,45,45,0.253,3876,11331,4.5,0.46,771,68,73,71,87,93,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
903,0,1.5 Grid,1,CLT Vloer/Kolom-Ligger,6.3,45,45,0.245,3912,11473,4.5,0.46,893,53,53,72,86,96,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
904,3.6,1.5 Grid,1,CLT Vloer/Kolom-Ligger,6.3,45,45,0.252,3796,11125,4.5,0.46,771,68,73,71,87,94,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
905,0,0 Grid,2,CLT Vloer/Kolom-Ligger,6.3,45,45,0.238,4327,12092,5.4,0.46,894,54,53,72,86,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
906,3.6,0 Grid,2,CLT Vloer/Kolom-Ligger,6.3,45,45,0.244,4206,11744,5.4,0.46,771,68,73,71,87,86,100,77,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
907,0,0.5 Grid,2,CLT Vloer/Kolom-Ligger,6.3,45,45,0.242,4238,11844,5.4,0.46,894,54,53,72,86,90,100,81,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
908,3.6,0.5 Grid,2,CLT Vloer/Kolom-Ligger,6.3,45,45,0.247,4117,11496,5.4,0.46,771,68,73,71,87,89,100,82,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
909,0,1 Grid,2,CLT Vloer/Kolom-Ligger,6.3,45,45,0.234,4126,11597,5.4,0.46,894,54,53,72,86,94,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
910,3.6,1 Grid,2,CLT Vloer/Kolom-Ligger,6.3,45,45,0.239,4006,11249,5.4,0.46,771,68,73,71,87,94,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
911,0,1.5 Grid,2,CLT Vloer/Kolom-Ligger,6.3,45,45,0.237,4039,11352,5.4,0.46,891,55,53,73,86,97,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
912,3.6,1.5 Grid,2,CLT Vloer/Kolom-Ligger,6.3,45,45,0.242,3917,11001,5.4,0.47,771,68,73,72,87,97,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
913,0,0 Grid,0,CLT Vloer/Kolom,6.3,45,45,0.236,3919,12092,3.6,0.46,894,54,53,72,86,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
914,3.6,0 Grid,0,CLT Vloer/Kolom,6.3,45,45,0.237,3797,11744,3.6,0.46,771,68,73,71,87,86,100,77,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
915,0,0.5 Grid,0,CLT Vloer/Kolom,6.3,45,45,0.239,3867,11927,3.6,0.46,894,54,53,71,86,89,100,79,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
916,3.6,0.5 Grid,0,CLT Vloer/Kolom,6.3,45,45,0.239,3745,11579,3.6,0.46,771,68,73,71,87,88,100,81,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
917,0,1 Grid,0,CLT Vloer/Kolom,6.3,45,45,0.238,3807,11762,3.6,0.46,894,54,53,72,86,92,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
918,3.6,1 Grid,0,CLT Vloer/Kolom,6.3,45,45,0.238,3686,11414,3.6,0.46,771,68,73,71,87,91,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
919,0,1.5 Grid,0,CLT Vloer/Kolom,6.3,45,45,0.236,3743,11597,3.6,0.46,894,54,53,72,86,94,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
920,3.6,1.5 Grid,0,CLT Vloer/Kolom,6.3,45,45,0.236,3621,11249,3.6,0.46,771,68,73,71,87,94,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
921,0,0 Grid,1,CLT Vloer/Kolom,6.3,45,45,0.226,3951,12092,4.5,0.46,894,54,53,72,86,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
922,3.6,0 Grid,1,CLT Vloer/Kolom,6.3,45,45,0.23,3842,11744,4.5,0.46,771,68,73,71,87,86,100,77,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
923,0,0.5 Grid,1,CLT Vloer/Kolom,6.3,45,45,0.22,3863,11885,4.5,0.46,894,54,53,72,86,90,100,81,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
924,3.6,0.5 Grid,1,CLT Vloer/Kolom,6.3,45,45,0.225,3754,11537,4.5,0.46,771,68,73,71,87,89,100,82,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
925,0,1 Grid,1,CLT Vloer/Kolom,6.3,45,45,0.222,3797,11679,4.5,0.46,894,54,53,72,86,94,100,84,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
926,3.6,1 Grid,1,CLT Vloer/Kolom,6.3,45,45,0.227,3688,11331,4.5,0.46,771,68,73,71,87,93,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
927,0,1.5 Grid,1,CLT Vloer/Kolom,6.3,45,45,0.221,3722,11473,4.5,0.46,893,53,53,72,86,96,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
928,3.6,1.5 Grid,1,CLT Vloer/Kolom,6.3,45,45,0.226,3612,11125,4.5,0.46,771,68,73,71,87,94,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
929,0,0 Grid,2,CLT Vloer/Kolom,6.3,45,45,0.221,4024,12092,5.4,0.46,894,54,53,72,86,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
930,3.6,0 Grid,2,CLT Vloer/Kolom,6.3,45,45,0.225,3913,11744,5.4,0.46,771,68,73,71,87,86,100,77,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
931,0,0.5 Grid,2,CLT Vloer/Kolom,6.3,45,45,0.224,3943,11844,5.4,0.46,894,54,53,72,86,90,100,81,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
932,3.6,0.5 Grid,2,CLT Vloer/Kolom,6.3,45,45,0.228,3831,11496,5.4,0.46,771,68,73,71,87,89,100,82,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
